Medications
Name,Price
Clarityn Syrup 60ml (Grape),$12.50
"Zyrtec R Solution, 75ml",$15.80
"Heritage Cough Alievaid, 120ml",$9.60
Rhinathiol Children Cough Syrup 2% 125ml,$7.45
Rhinathiol Adult Cough  Syrup 5% 125ml,$12.05
Vicks Inhaler Twin Pack,$6.00
"Ricola Swiss Herb Lozenges Glacier Mint, 45g",$3.10
"NeilMed Sinus Rinse Pediatric Mixture, 120sachets",$31.70
"Zyrtec R, 10 tablets",$12.55
"Panadol Hot Remedy, 5 sachets",$7.30
"Panadol SinusMAX, 12 caplets",$10.50
Abbott Panbio™ COVID-19 Antigen Self-Test (Nasal) 1 Test Pack,$5.60
"Panadol Cold Relief, 12 caplets",$10.50
"Panadol Cough & Cold, 16 caplets",$12.20
Abbott Panbio™ COVID-19 Antigen Self-Test (Nasal) 20 Tests Pack,$102.00
"Decolgen Cold & Flu Reliever, 20 capsules",$6.00
Lucira Check It Covid-19 Test Kit  (1 Test Kit),$100.00
Oxy-Nase 0.025% Paediatric Nasal Spray 15ml,$11.80
Abbott Panbio™ COVID-19 Antigen Self-Test (Nasal) 4 Tests Pack,$21.20
VitaHealth L-Glutathione Plus 2x30s,$19.90
"Kinohimitsu Collagen Diamond Nite 50ml Set, 32s + 32s (Value Worth $279.60)",$176.00
Nutrilife Trim & Slim Mincinov 2x60s,$89.90
"Itoh Hanako Skin Lift Beauty Drink, 10pcs (Value Worth $99)",$55.00
"Trichoderm Black Series oral Hair Supplment Drug Free, For Grey Hair and Emerging Grey Hair",$76.90
Trichoderm Anti-Hair Loss Oral Women,$76.90
Trichoderm Anti-Hair Loss Oral Men,$76.90
"Kinohimitsu BustUp Drink, 10pcs",$27.90
"New Moon Inner Radiance Collagen drink, 10pcs",$39.50
"Avalon Fat Burner Plus, 60pcs",$89.00
"Holistic Way Babeskin, 60 softgels",$99.00
GreenLife Synbiotic Slim 60s,$68.70
"Nutrilife Keratine Plus, 60caps",$44.95
"Go Healthy Go Apple Cider Vinegar 1,000Mg With Capsislim 60Vegcaps",$37.40
Nutrilife Nutridetox 60s,$34.90
Swisse Ultiboost Hair Skin Nails 60 Tabs,$34.30
GreenLife Deer Placenta 60 softgels,$49.00
Holistic Way Detox Slim,$88.00
"Pretorius Hair Nutrition For Men, 30 tablets",$27.90
Avalon DewyPure Collagen Peptide 30s,$49.90
Avalon Japanese Fish Collagen Blueberry 30s,$48.90
"GreenLife Amino Collagen Concentrate, 200g",$45.50
Blackmores Ultimate Radiant Skin 30s,$38.50
"Holistic Way Premium Gold 
Diamond White Collagen",$148.00
"Natures Aid Collagen Beauty Formula 100% Pure Marine, 90 capsules",$48.90
"Kinohimitsu D'Tox Plum Juice, 50ml",$27.90
Swisse Ultiboost Collagen + HA 90 Tabs,$62.30
Swisse Beauty Collagen Glow 90s,$62.30
Shinya Koso Daily Digestion Enzyme Advanced,$32.10
Meiji Amino Collagen Premium Pouch 196G,$43.40
Meiji Amino Collagen Regular Pouch 196G,$27.30
"NV II Beauty Trio, 30 sachets",$48.50
NaturoHealth Amino Collagen Effervescent 20s,$18.90
Nutrilife 3D Slimming Tea 25s,$9.00
Swisse Ultiboost Bella Collagen Jelly Orange Flavour 15gx10s,$18.55
Swisse Collagen Sleep Powder 240g,$41.30
"Kinohimitsu Detox Enzyme, 30 sachets",$34.90
Kinohimitsu Collagen Diamond 5300mg Drink 50ml X 32 Bottles,$92.05
Shinya Koso Daily Digestion Enzyme Night Time - 10 Days,$11.90
Shinya Koso Daily Digestion Enzyme (Oomori Tumeric Blend),$27.95
Shinya Koso Daily Digestion Enzyme (Night Time),$27.90
VÖOST Collagen Effervescent Vitamin Supplement 20 tabs,$14.15
Teazen Kombucha Berry 5G X 10s,$10.90
Teazen Kombucha Citron 5G X 10s,$10.90
"GreenLife Advanced Collagen with Antioxidants, 120 capsules",$44.80
VitaHealth Skin Tru 60 tablets,$48.90
Kinohimitsu Collagen Green Caviar 50ml X 60 Bottles,$209.90
"Svelty Pakkun Yeast Triple Premium, 56pcs",$27.90
Svelty Pakkun Yeast 120S,$41.90
"Svelty Hot Pakkun with Black Ginger, 56pcs",$27.90
"Kinohimitsu Cleanse & Shape Wellness Smooth'D, 15pcs",$27.90
"Itoh Hanako Crystal Collagen 5300, 16x50ml",$39.90
Kinohimitsu Collagen Green Caviar 50ml x 10 Bottles,$29.90
Kinohimitsu Collagen Nite 50ml x 10s,$29.90
Vita Green 7 Days BVRN 14 Sachets,$35.75
Superfood Lab SuperWHITE C+ 120g (4g x 30),$75.50
VitaHealth Crowning Glory 90s,$49.80
Meiji Amino Collagen Regular Bundle Set 196Gx2+Free Silk Pillowcase Worth $19.90,$66.00
Avalon Slimming Healthy Green Tea 20s,$25.90
Holistic Way Collagen — Marine Collagen + Complete Antioxidants,$69.00
Swisse Ultiboost Hair Skin Nails 100 Tabs,$48.30
VitaHealth Skin Rejuvenate 60s,$75.50
"Avalon Aloe Multiple Detox Capsules, 2x60 capsules plus 20 capsules (Value Worth $213)",$149.00
"Avalon JustUme Fiber Plum, 10pcs",$32.90
"Holistic Way Skin Detox, 60 capsules",$48.00
"Ocean Health Hair Formula, 60 caplets",$23.50
Holistic Way Skin White — Skin Lightening Formula,$79.00
Blackmores Ultra Body Shaper 30s,$41.30
Avalon Crystal Pure Collagen 30s,$39.90
Red Sun Lamb Placenta 60tabs,$45.00
Itoh Naishidown 60s,$36.90
Svelty Pakkun Yeast Triple Premium 100 Caps,$46.10
Red Sun Pearlcenta 30caps,$45.00
Nutrilife Amino Fish Collagen 30s,$48.90
Nutrilife Clean Skin Complex 30s,$27.90
"GreenLife Collagen Re-Gen 6000+, 12pcs",$37.80
Nutrilife Precious Pearl Capsules 90s,$49.90
NV II Fish Collagen 30 sachets,$55.40
"Kinohimitsu Collagen Diamond Drink 5300mg, 16pcs",$48.90
"Kinohimitsu Stem Cell Drink, 16pcs",$69.30
Kinohimitsu Collagen Men 50mlx16s,$48.90
Shinya Koso Daily Digestion Enzyme,$22.95
Shinya Koso Bodymake Daily Morning Enzymes,$27.90
Shinya Koso Daily Digestion Enzyme Advanced (Gold Variety),$44.70
Shinya Koso Daily Digestion Enzyme Advanced (Oomori Turmeric),$39.10
VitaHealth Fiit-S 30s,$52.40
Teazen Kombucha Lemon  5G X 10s,$10.90
"Sato HAKUBI White C, 180s",$49.90
"Holistic Way Deer Placenta 9000mg, 60 softgels",$148.00
"GreenLife Garcinia Cambogia, 120 capsules",$36.05
"GO Healthy Hair Skin Nails, 50 capsules",$23.60
"Avalon Stemcell Beauty Drink, 10pcs",$69.90
Swisse Hair Vitality 60s,$25.20
Kinohimitsu Sknny Cocoa 20g x 14 sachets,$27.90
Kinohimitsu Sknny Coffee  20g x 14 sachets,$27.90
Blackmores Complexion Renewal Capsules 30s- For Skin & Beauty Needs,$38.50
VitaHealth Collagen Booster Plus 60 tablets,$90.40
Svelty Black ginger 150S,$41.90
Svelty Smart Bacteria 120S,$41.90
Kinohimitsu Detox Tea Peppermint 2gx30 Sachets,$20.90
"Kinohimitsu ProWhite, 30 sachets",$48.90
Nature's Way Adult Vita Gummies Hair Skin Nails 60S,$29.90
Holistic Way Slimmax 60s,$59.00
Nature's Way Beauty Collagen Gummies 40S,$29.90
"Kinohimitsu Kino Diamond Nite Collagen Drink, 32pcs (Value Worth $139.80)",$92.05
Nutrilife Skin Firm Collagen,$62.90
Superfood Lab SuperHOT Fat Burn 90g (3g x 30),$75.50
Kinohimitsu MarineGem Collagen 180g,$41.90
"Kinohimitsu Collagen Beauty Drink 2500mg, 10pcs",$27.90
Kinohimitsu Detox Tea Ginger 2gx30 Sachets,$20.90
Holistic Way Hair Food — Hair Growth & Scalp Health,$55.00
"Kinohimitsu Collagen Diamond 50ml Set, 32s + 32s (Value Worth $279.60)",$176.00
Swisse Ultiboost Hair Skin Nails Liquid 500ml,$34.30
"Nutrilife Skin Glow Whitening, 90 tablets",$62.90
"Holistic Way Premium Gold Deer Placenta 15,000mg",$148.00
GreenLife Biotin Plus 60s,$17.20
Meiji Premium Pack 2021 (196g x 2) With Free Blackhead Remover,$99.00
Blackmores Nails Hair Skin 60s,$24.50
GreenLife Amino Collagen-Pouch,$43.40
Holistic Way Premium Gold Crown Care Hair Food,$108.00
GreenLife DermaBright Skin Whitening 60s,$64.40
Heliocare Purewhite Radiance 60caps,$105.90
Heliocare Oral Capsules 60caps,$57.75
Ensure Max Protein French Vanilla 330mlx4,$14.40
Ensure Gold Hmb Liquid Vanilla 220ml x 4s,$10.00
"Ensure Plus Milkshake Vanilla, 200ml",$2.80
"Ensure Plus Coffee, 200ml",$3.10
"Ensure Nutritional Liquid Strawberry, 250ml",$2.55
"Resource Beneprotein Instant Protein Powder Unflavoured, 227g",$21.90
Resource Fruit Apple Liquid 4x200ml,$13.20
"Appeton Weight Gain For Adults Chocolate, 900g",$76.00
"Equal Sweetener Classic Tablet Refill, 100 sachets",$6.25
"Glucerna Triplecare Vanilla, 400g",$24.00
"Ensure Life HMB Less Sweet Vanilla, 400g",$19.25
"Ensure Life Strawberry, 850g",$39.00
"Ensure Life Less Sweet Vanilla Nutrition Powder, 850g",$36.90
"Ensure Life Chocolate, 850g",$36.90
"Ensure NutriVigor Vanilla, 850g",$43.15
"Ensure Life Less Sweet Coffee Nutrition Powder, 850g",$39.00
"Boost Optimum Active Adult Nutritional Powder Drink, 800g",$35.00
"Valens Myotein, 30x6.3g",$25.60
"ProSure Vanilla Drink, 220ml",$7.85
"Pulmocare Liquid Vanilla, 237ml",$4.75
"Chocoelf Jovia Stevia Sweetener, 80x1.5g",$14.35
"Equal Sweetener Tablets, 300 tablets",$15.30
Abbott Abound Powder Orange 30 Packs,$97.50
Glucerna Plus 1.5Kcal Strawberry 220ml,$3.70
"Glucolin Glucose Original, 420g",$8.80
Nutricia Souvenaid Vanilla 4x125ml,$19.80
Nutricia Souvenaid Cappucinno 4x125ml,$19.80
Nutren Diabetes Vanilla Liquid 4x200ml,$14.00
Resource Fruit Orange Liquid 4x200ml,$13.20
"Ensure Plus Milkshake Raspberry, 200ml",$2.80
"Ensure Plus Milkshake Chocolate, 200ml",$2.80
"Ensure Plus Milkshake Strawberry, 200ml",$2.80
"Ensure Nutritional Liquid Vanilla, 250ml",$2.55
Resource 2.0 Vanilla 4x200ml,$17.60
"Appeton Wellness 60+ Diabetic, 900g",$57.30
"Valens Enersos, 120ml",$17.20
"Peptamen Complete Peptide Diet Nutrition Powder Vanilla Flavour, 400g",$42.80
"Equal Sweetener Sachet, 50 sachets",$6.20
"Glucerna Triplecare Vanilla, 850g",$49.70
Glucerna Triplecare Wheat 850g,$49.70
"Nutren Diabetes Powder, 800g",$45.00
"Valens Thixer, 300g",$13.20
"Copharma GLUCO4 Glucose Orange Chewable Tablets, 10 tablets",$5.20
"Valens Myotein, 215g",$19.90
"Equal Stevia Tablets, 200 tablets",$13.60
"Equal Sweetener Classic Tablet Refill, 500 sachets",$19.50
"Glucerna Plus 1,5kcal Drink, 220ml",$3.70
Glucerna Triple Care Liquid Vanilla 220ml,$3.50
Glucerna Triple Care Liquid Vanilla 4x220ml,$12.60
"Thick & Easy Instant Food & Beverage Thickener, 227g",$16.65
Resource Protein Chocolate 4x200ml,$11.60
Resource Fruit Raspberry 4x200ml,$13.20
Nestle Novasource Renal liquid 4x200ml,$17.60
"Nutren Diabetes Powder, 800g with Mug",$45.00
"Wyeth Enercal Plus, 900ml",$33.00
Ensure Life Dairy Alternative,$39.00
Ensure Wheat 850g Banded With Double-Wall Glass,$39.00
Glucerna Wheat 850g BW 2 Vanilla Sachets,$47.70
"Glucerna Liquid Vanilla, 250ml",$3.60
"Resource ThickenUp Clear, 125g",$19.50
Resource Protein Vanilla 4x200ml,$11.60
Dietnatures Sin Azurcares Sugar-Free 400g,$5.30
"Equal Sweetner Gold, 50 sachet s",$5.90
"Ensure Life HMB Less Sweet Wheat, 850g",$36.90
"Ensure Plus Advance Vanilla, 220ml",$3.30
Glucerna Wheat 850g Twinpack,$89.00
Boost Isocal liquid 4x200ml,$13.20
Omron Compressor Nebulizer,$139.00
Omron Blood Pressure Monitor HEM 7156-A 1 piece,$159.00
Omron HEM-6232T Wrist Blood Pressure Monitor,$179.00
Vantelin Support Thermal Knee M 1s,$23.90
Vantelin Support Wrist L,$18.60
Vantelin Support Cool Fit Knee Pink L,$19.10
Vantelin Support Cool Fit Knee Pink M,$19.10
Vantelin Support Cool Fit Ankle Pink M,$19.10
Vantelin Support Knee L,$18.60
Vantelin Support Knee M,$18.60
Vantelin Support Knee XL,$18.60
Vantelin Support Ankle L,$18.60
Bion Miki Pushchair Crt-2,$779.00
Ebene Bio-Ray Metal Knee Guard M,$42.80
Ebene Bio-Ray Metal Support Knee Guard M,$42.80
Guardian Walking Stick Umbrella,$25.20
Bion ilight Pushchair Ez,$259.00
Bion Comfy Wheelchair 3G,$349.00
Futuro Deluxe Thumb Stabilizer S - M,$36.90
Futuro Custom Press Elbow Strap Adjustable,$40.90
Futuro Comfort Knee Support With Stabilizers Large,$32.90
Futuro Comfort Knee Support With Stabilizers Small,$32.90
Guardian Hot Water Bag,$8.00
Guardian Digital Weighing Scale EB9345H,$17.90
Futuro Comfort Knee Support Large,$25.90
Futuro Comfort Ankle Support Small,$18.90
Futuro Comfort Knee Support Small,$25.90
Futuro Comfort Elbow Support Medium,$18.90
Futuro Performance Comfort Knee Support Adjustable,$39.90
Futuro Comfort Stabilizing Back Support Large-Xtralarge,$80.90
Fututuro Comfort Stablizing Wrist Brace Adjustable,$36.90
Futuro Comfort Knee Support With Stabilizers Medium,$32.90
Guardian 5-in-1 Body Fat/Hydration Monitor,$29.90
Ebene Bio-Ray Extra Strength Knee Guard Free Size,$34.90
"Ascensia Contour TS Blood Glucose Test Strips Twin Pack, 2x50pcs",$49.90
Accu-Chek Guide Test Strip 3x50S,$110.70
TENA PROskin Barrier Cream 150ml,$11.30
Ebene Bio-Ray Extra Strength Knee Guard (Beige) Free Size,$34.90
"Guardian Adult Underpads (75cm x 75cm), 10pcs",$8.00
"TENA PROskin Pants Normal L, 10pcs",$14.20
"TENA PROskin Slip Super M, 10s",$10.70
Omron Hem-7600T Smart Elite Tubeless Blood Pressure Monitor,$219.00
Omron Ne-C803 Compressor Nebulizer,$109.00
"BD Ultra-FineTM Insulin Syringe 8mm, 1.0cc 30G",$47.80
"BD Ultra-FineTM II Insulin Syringe 6mm, 0.3cc 31G",$50.90
"BD Ultra-FineTM II Insulin Syringe 6mm, 0.5cc 31G",$50.90
"Koolfever Baby, 4pcs",$4.50
BD Ultra-FineTM Micro Pen Needle 6mm x 32G,$43.90
"Novo Nordisk Novofine Needles 6mm x 32g, 100pcs",$46.30
"Ascensia Microlet Lancets, 100pcs",$14.45
Accu-Chek Guide Test Strip 100S,$84.00
"TENA Pants Super M, 12pcs",$21.95
"TENA Pants Super XL, 12pcs",$25.90
"Koolfever Extra Cool, 6pcs",$5.95
TENA Discreet Normal 12s,$3.85
"Koolfever Refresh Mint, 6pcs",$5.90
"TENA Pants Super L, 12pcs",$25.90
"TENA PROskin Slip Plus M, 12pcs",$10.70
"TENA PROskin Slip Plus L, 12pcs",$12.70
Ascensia Contour Plus Test Strips,$56.00
Accu-Chek Instant Test Strip 50s,$42.00
Accu-Chek Guide Test Strip 50S,$58.00
"Guardian Comfort & Care Adult Pants L, 8Pcs",$13.90
"TENA PROskin Pants Plus L, 14pcs",$25.95
"TENA Wet Wipes, 40pcs",$3.20
"Ascensia Diastix Test Strips, 50pcs",$14.45
Guardian Elastic Wrist Support M 1pc,$7.90
Kodomo Cooling Adhesive (Child & Adult),$6.62
Kodomo Cooling Adhesive (Babies),$6.62
Ebene Bio-Ray Metal Support Knee Guard Black S,$42.80
Guardian Sport Knee Support,$38.90
Ebene Bio-Ray Knee Guard With Tourmaline XL,$49.90
Guardian Elastic Wrist Support S 1pc,$7.90
Guardian  Elastic Elbow Support S,$10.90
Guardian Elastic Wrist Support L 1pc,$7.90
OneTouch Select Plus Simple® Meter Kit + 50s Test Strips (SET),$59.20
Ebene Bio-Ray Knee Guard With Tourmaline L,$49.90
Ebene Bio-Ray Massage Socks With Tourmaline Men Black Free Size,$38.70
Ebene Bio-Ray Massage Socks With Tourmaline Women Beige Free Size,$38.70
Acti-Tape Orange Sports Tape 5cm x 5m,$25.00
Acti-Tape Navy Blue Sports Tape 5cm x 5m,$25.00
Acti-Tape Purple Sports Tape 5cm x 5m,$25.00
OneTouch® Delica® Plus Lancets 100s,$19.60
Omron Electronic Nerve Stimulator HV-F013,$79.00
OneTouch Select® Plus Test Strips 50s,$39.90
Tubigrip,$13.60
Tubigrip,$11.25
Guardian Blood Pressure Monitor BU A57,$89.90
Ebene Bio-Ray Foot Massage Socks Women Beige Twin Pack,$22.00
Ebene Bio-Ray Foot Massage Socks Women Black Twin Pack,$22.00
Ebene Bio-Ray Foot Massage Socks Men Black Twin Pack,$22.00
Omron Compressor Nebulizer,$139.00
Omron Blood Pressure Monitor HEM 7156-A 1 piece,$159.00
Omron HEM-6232T Wrist Blood Pressure Monitor,$179.00
Vantelin Support Thermal Knee M 1s,$23.90
Vantelin Support Wrist L,$18.60
Vantelin Support Cool Fit Knee Pink L,$19.10
Vantelin Support Cool Fit Knee Pink M,$19.10
Vantelin Support Cool Fit Ankle Pink M,$19.10
Vantelin Support Knee L,$18.60
Vantelin Support Knee M,$18.60
Vantelin Support Knee XL,$18.60
Vantelin Support Ankle L,$18.60
Bion Miki Pushchair Crt-2,$779.00
Ebene Bio-Ray Metal Knee Guard M,$42.80
Ebene Bio-Ray Metal Support Knee Guard M,$42.80
Guardian Walking Stick Umbrella,$25.20
Bion ilight Pushchair Ez,$259.00
Futuro For Her Wrist Brace Adjustable Lefthand,$39.90
Futuro For Her Knee Support Adjustable,$47.90
Futuro Sport Knee Support Adjustable,$46.90
Futuro Comfort Elbow Support Small,$18.90
Futuro Wrist Support Strap Adjustable Beige,$22.90
Futuro Knee Support Strap Adjustable,$32.90
Futuro Sport Wrist Support Adjustable,$25.90
Futuro Comfort Knee Support Medium,$25.90
Futuro Comfort Elbow Support Large,$18.90
Futuro Comfort Ankle Support Medium,$18.90
Futuro Comfort Ankle Support Large,$18.90
Futuro Performance Comfortable Wrist Supp Adjustable,$31.10
Futuro Performance Comfort Elbow Support Adjustable,$31.10
Futuro Comfort Stabilizing Back Support Small-Medium,$80.90
Ebene Metal Support Knee Guard L,$42.80
Ebene Bio-Ray Metal Support Knee Guard XL Black,$42.80
Bionime  Rightest GM700SB Meter W 10S+50S Ts,$63.80
TENA Discreet Extra 10s,$4.85
Accu-Chek Guide Meter (mmol) +100S Strip,$128.00
Accu-Chek Guide Meter (mmol) +50S Strip,$91.80
TENA PROskin Wash Cream 250ml,$11.30
"Guardian Comfort & Care Adult Pants M, 10Pcs",$13.90
"TENA PROskin Slip Super L,10s",$12.70
"TENA PROskin Pants Normal M, 10pcs",$11.90
"Guardian Adult Underpads (60cm x 40cm), 10pcs",$4.50
"TENA Adult Diaper Value L ,10pcs",$10.65
"TENA Fixation Pants L, 5pcs",$11.40
Omron Hv-F021 Electronic Nerve Stimular,$79.00
"BD Ultra-FineTM Insulin Syringe 8mm, 0.5cc 30G",$47.80
"BD Ultra-FineTM Insulin Syringe 8mm, 0.5cc 31G",$47.80
"BD Ultra-FineTM II Insulin Syringe 6mm, 1.0cc 31G",$50.90
"Novo Nordisk Novofine Needles 8mm x 30g, 100pcs",$38.00
"TENA For Men, 20pcs",$12.80
"TENA Adult Diaper Value M, 12pcs",$10.65
"Koolfever Children, 6pcs",$5.80
TENA PROskin Pants Plus XL12,$25.95
Bionime Lancet 50S,$6.90
Bionime  Rightest GM700SB Test Strips 50S,$46.80
TENA Discreet Mini Plus Wings 16s,$3.60
"Koolfever For Body, 14pcs",$5.85
"TENA Underpad Plus 60x40cm, 15pcs",$5.00
"TENA PROskin Pants Normal XL, 15pcs",$25.95
TENA PROskin Slip Maxi M 9s,$10.95
TENA PROskin Slip Maxi L 9s,$13.10
"TENA PROskin Pants Plus M, 14pcs",$21.95
Guardian  Elastic Elbow Support - L,$10.90
Guardian Elastic Wrist Support S 1pc,$7.90
Guardian  Elastic Elbow Support S,$10.90
Guardian Elastic Wrist Support L 1pc,$7.90
OneTouch Select Plus Simple® Meter Kit + 50s Test Strips (SET),$59.20
Ebene Bio-Ray Knee Guard With Tourmaline L,$49.90
Ebene Bio-Ray Massage Socks With Tourmaline Men Black Free Size,$38.70
Ebene Bio-Ray Massage Socks With Tourmaline Women Beige Free Size,$38.70
Acti-Tape Orange Sports Tape 5cm x 5m,$25.00
Acti-Tape Navy Blue Sports Tape 5cm x 5m,$25.00
Acti-Tape Purple Sports Tape 5cm x 5m,$25.00
OneTouch® Delica® Plus Lancets 100s,$19.60
Omron Electronic Nerve Stimulator HV-F013,$79.00
OneTouch Select® Plus Test Strips 50s,$39.90
Tubigrip,$13.60
Tubigrip,$11.25
Guardian Blood Pressure Monitor BU A57,$89.90
Ebene Bio-Ray Foot Massage Socks Women Beige Twin Pack,$22.00
Ebene Bio-Ray Foot Massage Socks Women Black Twin Pack,$22.00
Ebene Bio-Ray Foot Massage Socks Men Black Twin Pack,$22.00
Vantelin Support Back L,$50.90
Vantelin Support Back XL,$50.90
Accu-Chek Softclix Lancing Device Kit,$35.40
FreeStyle Libre Reader,$92.00
Futuro Abdomen Compression Support Large,$60.95
Futuro For Her Wrist Brace Adjustable Righthand,$39.90
Futuro Performance Comfort Ankle Support Adjustable,$31.10
Guardian Foldable Walking Frame,$55.00
Guardian Adjustable Quad Cane Wide Base,$26.00
Guardian Adjustable Quad Cane Narrow Base,$25.75
FreeStyle  Freedom Lite Test Strips,$55.00
"Guardian Aquacool Cushion 17"" x 17"" (Random design)",$16.50
Omron HBF-224 Bodyscan,$139.00
BD Micro-FineTM  Pen Needles 8mm x31G,$43.90
"BD Ultra-FineTM Insulin Syringe 8mm, 0.3cc 31G",$47.80
Accu-Chek Softclix lancets 25s,$6.20
OMRON Digital Weight Scale HN-300T2,$99.00
Omron Digital Personal Body Weight Scale,$59.00
Omron HBF-222T Body Composition Monitor,$179.00
"Guardian Blood Pressure Monitor, 1 set",$59.90
Guardian Lightweight Transport Chair KY867,$259.00
Futuro Sport Ankle Support Adjustable,$29.90
DNAcode Skin Care Test Kit 1s,$19.95
Guardian Adjustable Aluminium Walking Cane #2010BR,$19.95
Guardian Reciprocal Walking Frame,$55.00
FreeStyle  Freedom Lite  Meter + 60's,$88.00
FreeStyle  Optium Neo Meter + 50's Strips,$68.50
"TENA Lady Super 43cm, 30pcs",$16.50
"BD Ultra-FineTM Insulin Syringe 8mm, 0.3cc 30G",$47.80
"BD Ultra-FineTM Insulin Syringe 8mm, 1.0cc 31G",$47.80
BD Micro-FineTM Pen Needles 5mm x31G,$43.90
BD Ultra-Fine™ PRO Pen Needle 4mm x 32G,$45.00
FreeStyle  Thin Lancets,$18.00
FreeStyle Libre Sensor,$92.00
"FreeStyle Optium Test Strips, 50pcs",$25.70
Accu-Chek Softclix lancets 200s,$40.80
Ebene Bio-Ray Knee Guard With Tourmaline M,$49.90
Koolfever Wearcool Refreshing Mint,$9.90
CEM Non Contact Forehead Infrared Thermometer,$105.00
Beyond Bodiheat Heat Pad,$1.90
Ripple Bee Apitherapy Gel,$127.30
Ripple Glucosamine 1500 Cream Triple Pack,$177.60
"Fei Fah Limps & Joints Oil, 3x50ml",$96.20
"Fei Fah Neck & Shoulder Relief Oil, 3x50ml",$85.50
"Fei Fah Ginger Citronella Oil, 3x50ml",$53.40
"Hoe Hin Strain Relief Oil, 50ml",$8.90
Fei Fah Eucalyptus Oil 50ml,$32.00
"Nutrilife CA+ Expert Joint Hot Spray, 100ml",$27.90
"Nutrilife CA+ Expert Joint Cold Gel, 100ml",$27.90
ICM Pharma Wintergreen Oil Bp 100ml,$5.90
"Flexiseq Twin Pack, 2x50g",$59.90
"Voltaren Muscle Back and Joint Pain Relief EmulGel, 50g",$22.40
"Ebene Bio-Heat Wonder Pain Relief Cream, 50g",$6.90
"Urah Joint Cream, 50g",$28.00
"Heritage Gold Rheuma-Salve Medicated Balm, 50g",$8.70
"Goldboss Tong Guan Huo Luo Wan Li Zhui Feng You, 40ml",$20.12
"Goldboss Xia Shan Hu Zheng Gu Die Da You, 40ml",$20.12
"Eagle Baby Eucalyptus Oil Plus, 60ml",$7.85
"Koli Medicated Herbs Pain Relief Plaster for Rheumatic Pain, 5s",$6.30
Pain Relief Patch 5pcs,$5.90
"Tiger Balm Red Relief Pain, 30g",$5.90
"Blood KneeHeat Knee & Joint Pain Relief, 2pcs",$5.90
"Tiger Balm Back Pain Patch, 2pcs",$3.90
"Voltaren Muscle Back and Joint Pain Relief EmulGel, 20g",$10.10
"Kefentech Air, 8pcs",$5.80
"Heritage Gold Rheuma-Salve Balm, 4g",$1.50
Gel Patch  3pcs,$3.95
"Tiger Balm Plaster White Cool Large, 3pcs",$4.60
"Eagle Capsicum Plaster, 6pcs",$3.90
"Koli Medicated Herbs Pain Relief Plaster for Muscle Injury, 20s",$23.20
"Hoe Hin White Flower Embrocation, 20ml",$8.90
"Koli Medicated Herbs Pain Relief Plaster for Aching Mucles with Sensitive Skin, 20s",$23.20
Salonpas Pain Relieving Gel Patch Hot 6s,$11.75
"Eagle Fresh On Lavender, 8ml",$3.00
"Eagle Fresh On Barley Mint, 8ml",$3.00
"Ammeltz Yoko Yoko Gold, 80ml",$9.80
Air Salonpas 80ml,$7.90
"Lynk TGC High Strength Glucosamine Cream, 75g",$44.50
Neurobion Value Pack 3x30 Tablets,$36.45
"Axe Brand Universal Oil, 56ml",$6.70
"Kwan Loong Oil, 28ml",$4.00
"Eagle Medicated Oil, 12ml",$3.65
"Nurofen Express 342mg, 12s",$6.35
"Tiger Balm Warm Plaster Large, 9pcs",$13.80
"Tiger Balm White Ointment, 19.4g",$4.60
"Panadol Extend, 18 tablets",$9.50
Koli Super Warm Pain Relief Massage Roller 60ML,$7.10
Koli Travel (Peppermint) Cooling Roller 10ML,$7.90
"Eagle Medicated Oil, 6ml",$2.90
Eagle Medicated Oil 36ml,$7.80
"Double Prawn Herbal Oil, 28ml",$4.50
"Ammeltz Yoko Yoko Gold, 46ml",$7.10
Paximol 120mg/5ml Oral Mixture 100ml,$6.75
Paximol 500mg/5ml Oral Mixture 100ml,$8.00
"Flexiseq Gel Osteoarthritis, 50g",$28.80
"Flexi-Patch, 20pcs",$29.90
"Flexi-Patch, 2pcs",$4.90
"Blood NeckHeat Neck & Shoulder Pain Relief, 2pcs",$4.90
Nutriworks Circulation Patch-It 2s,$7.90
"Patch-It Circulation, 6pcs",$12.90
Koli Menstrual Pain Relief Warming Cream - 60g,$9.50
Kwan Loong Medicated  Oil 15ml,$2.60
Double Prawn Rumagon 28ml x6 + Mini Kit,$25.00
Omron Digital Thermometer MC-341,$10.90
Panadol Child 1-12 Yrs Suspension (Fever & Pain),$9.60
Panadol Child 1-6 Yr Suspension,$8.60
"Koli Medicated Herbs Pain Relief Plaster for Muscle Injury, 5s",$6.30
Omron MC720 Forehead Thermometer,$99.00
Braun Thermoscan Infrared Ear Thermometer,$169.00
Ripple Bee Apitherapy Gel Triple Pack,$318.90
"Panadol Actifast, 20 tablets",$10.50
Ripple Crocodile Oil Body Lotion 245ml,$74.80
"Double Prawn Rumagon, 28ml",$4.40
"Ammeltz Yoko Yoko Analgesic Liquid, 46ml",$6.05
"Ammeltz Yoko Yoko Plus Massage, 46ml",$6.20
"Guardian Wellness Patch Bamboo Vinegar with Lavender, 10pcs",$9.00
Ebene Bio-Heat Extra Strength Pain Relief Cream,$9.90
Guardian Therapeutic Heat Patch for Abdomen 2pcs,$3.00
